gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
male,spring,casual,western,dress shirt + chinos,boots,belt,yellow,chiffon,19911
female,summer,wedding,western,dress,sneakers,earrings + handbag,maroon,lawn,7459
female,winter,casual,western,turtle neck + coat,sandals,handbag + bracelet,beige,wool,13515
male,winter,walima,eastern,shalwar kameez + shawl,peshawari chappal,belt,white,leather,17024
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,necklace,orange,linen,18559
male,spring,office,western,t shirt + joggers,formal shoes,cap + belt,white,chiffon,11059
female,autumn,walima,western,light jacket + top + jeans,sandals,handbag,white,linen,2994
female,winter,eid,eastern,long frock + coat,flats,handbag,white,leather,6366
female,winter,wedding,western,sweater + jeans,sneakers,necklace,gold,leather,2744
male,autumn,office,eastern,kurta + waistcoat,khussa,belt,brown,denim,19843
female,spring,barat,eastern,kurti + plazo,sandals,handbag,gold,cotton,10898
female,autumn,office,eastern,kurti + trouser,sandals,bracelet,silver,denim,13646
male,summer,mehndi,eastern,kurta + pajama,khussa,watch,orange,lawn,3133
female,autumn,eid,eastern,kurti + trouser,khussa,earrings,white,linen,18999
male,summer,walima,western,hawaiian shirt + chinos,sneakers,watch,white,linen,11929
female,summer,office,eastern,kurti + trouser,sandals,earrings + handbag,purple,linen,16549
male,summer,eid,western,t shirt + jeans,loafers,watch,pastel,lawn,18433
male,spring,walima,western,blazer + jeans,sneakers,belt,white,chiffon,2963
male,autumn,wedding,western,shirt + jeans,loafers,cap + belt,maroon,linen,13297
male,autumn,christmas,western,light jacket + chinos,loafers,cap + watch,green,linen,14956
male,winter,casual,eastern,kurta + waistcoat,khussa,watch + belt,navy,denim,2182
female,winter,christmas,eastern,kurta + shawl,sandals,bracelet,red,wool,1266
female,spring,casual,eastern,kurti + plazo,flats,earrings,navy,cotton,17211
female,spring,eid,western,top + jeans,heels,earrings,white,chiffon,14315
female,spring,casual,eastern,kurti + plazo,flats,handbag,yellow,cotton,19818
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,cap,pastel,wool,13027
female,summer,mehndi,eastern,long frock + tights,flats,bracelet,yellow,linen,8247
female,autumn,casual,western,light jacket + top + jeans,sandals,bracelet + handbag,silver,linen,13824
female,summer,wedding,eastern,kurti + trouser,sandals,handbag,red,linen,18544
female,winter,office,western,turtle neck + coat,sneakers,earrings,silver,leather,12697
male,spring,mehndi,western,t shirt + joggers,formal shoes,cap,yellow,chiffon,16542
male,spring,walima,western,t shirt + joggers,boots,belt,silver,cotton,2217
female,autumn,wedding,eastern,kurti + trouser,khussa,handbag + necklace,red,denim,15754
female,autumn,eid,western,light jacket + top + jeans,sneakers,bracelet + necklace,pastel,denim,14195
female,summer,wedding,eastern,short frock + plazo,flats,handbag,gold,linen,1465
female,spring,christmas,western,dress shirt + pants,sandals,necklace,green,cotton,8478
female,autumn,casual,western,light jacket + top + jeans,heels,necklace,navy,linen,18967
female,autumn,christmas,western,light jacket + top + jeans,sandals,handbag + necklace,green,denim,15597
male,winter,mehndi,eastern,shalwar kameez + shawl,peshawari chappal,cap + belt,orange,denim,16258
male,spring,wedding,eastern,kurta + pajama,khussa,watch + cap,red,cotton,5656
male,autumn,wedding,western,shirt + jeans,boots,cap + belt,red,linen,5846
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,belt + watch,silver,denim,15250
female,winter,wedding,eastern,kurta + shawl,khussa,handbag + necklace,maroon,leather,9462
female,summer,eid,eastern,long frock + tights,sandals,necklace,pastel,cotton,10497
male,spring,wedding,western,t shirt + joggers,formal shoes,belt,red,cotton,12038
female,spring,office,eastern,kurti + plazo,flats,earrings,black,chiffon,12199
male,winter,mehndi,western,turtle neck + jeans,sneakers,cap + watch,orange,leather,12585
male,summer,christmas,western,hawaiian shirt + chinos,formal shoes,watch + belt,green,linen,14112
male,winter,mehndi,eastern,kurta + waistcoat,khussa,watch + cap,green,denim,5282
male,spring,christmas,western,dress shirt + chinos,sneakers,cap,green,cotton,11200
female,summer,eid,western,dress,sandals,earrings,white,linen,19596
female,winter,casual,eastern,long frock + coat,sandals,bracelet,navy,wool,8648
female,winter,wedding,western,hoodie + baggy jeans,sandals,necklace,maroon,wool,17384
female,summer,walima,western,top + baggy jeans,sneakers,bracelet + handbag,silver,lawn,7698
male,spring,office,western,blazer + jeans,loafers,belt,maroon,chiffon,2111
female,spring,office,western,top + jeans,heels,handbag,white,chiffon,3963
male,autumn,office,eastern,kurta + waistcoat,khussa,watch,blue,linen,18889
female,winter,office,eastern,long frock + coat,sandals,earrings,pink,leather,6384
female,spring,walima,western,dress shirt + pants,boots,handbag,white,chiffon,8498
male,spring,wedding,eastern,kurta + pajama,khussa,cap + belt,red,chiffon,10259
male,spring,walima,eastern,kurta + pajama,peshawari chappal,cap,silver,cotton,8714
male,spring,christmas,western,t shirt + joggers,formal shoes,watch,red,chiffon,14765
female,spring,office,western,dress shirt + pants,heels,necklace,maroon,cotton,1556
male,summer,christmas,western,t shirt + shorts,boots,watch,red,cotton,2027
male,summer,casual,eastern,kurta + pajama,peshawari chappal,cap,maroon,lawn,19550
female,spring,christmas,western,dress shirt + pants,boots,earrings,green,chiffon,6123
female,winter,eid,western,sweater + jeans,boots,handbag,white,wool,11855
male,spring,walima,western,dress shirt + chinos,boots,belt + watch,white,cotton,12334
male,spring,wedding,western,dress shirt + chinos,sneakers,belt,red,chiffon,15872
male,autumn,office,western,shirt + jeans,boots,belt,brown,linen,13476
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,watch + belt,silver,denim,12854
male,autumn,christmas,western,light jacket + chinos,boots,belt,green,linen,14825
male,winter,casual,western,turtle neck + jeans,loafers,cap,beige,leather,19778
female,summer,barat,eastern,long frock + tights,sandals,earrings,gold,lawn,16381
male,winter,mehndi,eastern,shalwar kameez + shawl,peshawari chappal,belt,green,denim,18891
female,winter,wedding,western,turtle neck + coat,boots,necklace,red,leather,16865
female,spring,walima,eastern,kurti + plazo,sandals,handbag,white,chiffon,17782
male,summer,wedding,western,t shirt + jeans,formal shoes,watch + belt,gold,linen,10019
female,spring,eid,eastern,kurti + plazo,khussa,handbag + earrings,pastel,cotton,15745
female,spring,walima,eastern,kurti + plazo,khussa,earrings,silver,cotton,6266
female,summer,christmas,eastern,long frock + tights,khussa,necklace + earrings,red,cotton,18246
male,winter,casual,western,jacket + jeans,formal shoes,watch,maroon,leather,12902
male,autumn,office,western,light jacket + chinos,formal shoes,cap + watch,brown,linen,16375
female,winter,casual,eastern,long frock + coat,flats,earrings,beige,leather,17258
male,winter,mehndi,western,turtle neck + jeans,boots,cap,green,denim,13541
female,autumn,christmas,eastern,kurti + trouser,flats,earrings,red,linen,1346
male,autumn,office,western,light jacket + chinos,boots,belt,gold,denim,14801
female,spring,barat,western,dress shirt + pants,sneakers,bracelet,maroon,chiffon,5071
female,spring,casual,eastern,kurti + plazo,khussa,earrings,blue,cotton,5863
female,autumn,walima,western,light jacket + top + jeans,boots,bracelet,silver,linen,4523
female,spring,eid,western,top + jeans,sandals,necklace,pastel,cotton,4952
female,winter,christmas,western,sweater + jeans,boots,necklace + handbag,red,denim,4488
male,summer,barat,eastern,kurta + pajama,peshawari chappal,watch + cap,gold,lawn,18936
female,summer,eid,eastern,long frock + tights,sandals,bracelet + necklace,white,lawn,1299
female,autumn,walima,eastern,kurti + trouser,khussa,necklace + handbag,white,denim,15413
male,summer,eid,western,hawaiian shirt + chinos,boots,belt + watch,white,lawn,11549
female,spring,office,eastern,kurti + plazo,sandals,necklace,pink,cotton,1069
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,belt + watch,red,linen,7492
male,summer,walima,eastern,shalwar kameez,khussa,belt,white,cotton,15742
male,summer,mehndi,eastern,shalwar kameez,khussa,belt,green,linen,1744
male,summer,office,western,hawaiian shirt + chinos,boots,watch,gold,linen,3724
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,bracelet,yellow,denim,18290
female,spring,casual,eastern,kurti + plazo,khussa,bracelet + earrings,blue,chiffon,1697
male,spring,wedding,western,dress shirt + chinos,formal shoes,cap + watch,maroon,cotton,7713
female,winter,christmas,eastern,kurta + shawl,flats,necklace + earrings,green,leather,1241
female,summer,wedding,eastern,kurti + trouser,sandals,earrings + bracelet,red,cotton,13205
male,summer,christmas,eastern,shalwar kameez,peshawari chappal,watch,red,linen,5068
male,summer,mehndi,western,hawaiian shirt + chinos,loafers,belt + cap,orange,lawn,18474
female,winter,mehndi,eastern,long frock + coat,khussa,handbag,green,denim,4520
female,winter,wedding,western,turtle neck + coat,sneakers,handbag,maroon,leather,1284
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch,green,linen,4261
female,spring,casual,western,dress shirt + pants,sandals,handbag + bracelet,purple,cotton,1427
female,winter,casual,eastern,long frock + coat,khussa,earrings + handbag,black,denim,5208
male,winter,christmas,western,sweatshirt + joggers,boots,cap + belt,red,leather,17381
male,winter,casual,western,hoodie + jeans,loafers,watch,black,denim,14183
female,winter,wedding,eastern,kurta + shawl,sandals,bracelet + handbag,red,denim,2297
male,summer,barat,eastern,kurta + pajama,peshawari chappal,watch + belt,gold,linen,4566
female,autumn,office,eastern,kurti + trouser,sandals,earrings + necklace,yellow,linen,14677
male,summer,eid,eastern,shalwar kameez,khussa,watch + cap,white,lawn,13206
male,autumn,christmas,western,shirt + jeans,formal shoes,watch,red,denim,16851
male,spring,eid,eastern,kurta + pajama,peshawari chappal,watch,pastel,chiffon,14598
male,summer,office,western,t shirt + jeans,boots,cap + watch,blue,cotton,8187
female,winter,office,eastern,long frock + coat,sandals,bracelet,red,denim,6769
male,winter,barat,eastern,kurta + waistcoat,khussa,belt,red,leather,19326
female,autumn,casual,eastern,kurti + trouser,flats,bracelet,maroon,denim,17211
male,spring,casual,eastern,kurta + pajama,khussa,belt + watch,orange,chiffon,7329
female,winter,christmas,eastern,kurta + shawl,sandals,necklace + bracelet,red,wool,19992
male,summer,mehndi,western,t shirt + jeans,loafers,watch + belt,orange,cotton,14057
female,winter,walima,western,hoodie + baggy jeans,heels,earrings,silver,wool,10975
female,spring,barat,western,top + jeans,boots,handbag,red,cotton,17709
female,winter,christmas,eastern,kurta + shawl,sandals,necklace,green,leather,12466
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,cap,maroon,denim,11231
male,winter,eid,eastern,kurta + waistcoat,khussa,watch,white,denim,4314
female,summer,casual,eastern,kurti + trouser,khussa,handbag + earrings,gold,linen,5070
female,spring,walima,western,top + jeans,sandals,earrings + handbag,white,chiffon,16885
male,autumn,casual,western,shirt + jeans,boots,cap,black,linen,6769
female,summer,casual,western,dress,boots,earrings,gold,lawn,4890
male,winter,eid,eastern,kurta + waistcoat,peshawari chappal,belt,pastel,wool,10012
male,winter,mehndi,eastern,shalwar kameez + shawl,khussa,watch + belt,yellow,wool,12921
male,winter,walima,western,hoodie + jeans,formal shoes,watch + belt,silver,wool,17036
female,autumn,mehndi,eastern,kurti + trouser,flats,earrings,orange,denim,8251
male,spring,office,western,t shirt + joggers,loafers,belt,maroon,chiffon,15307
female,autumn,christmas,western,light jacket + top + jeans,sneakers,necklace,red,denim,9281
male,winter,casual,eastern,shalwar kameez + shawl,khussa,belt,blue,leather,2360
male,spring,wedding,eastern,kurta + pajama,khussa,watch,gold,cotton,12514
female,autumn,casual,western,light jacket + top + jeans,sandals,earrings + handbag,pink,linen,2387
female,summer,barat,eastern,short frock + plazo,khussa,bracelet,maroon,lawn,19150
male,winter,office,western,turtle neck + jeans,loafers,belt,green,wool,10607
male,spring,office,western,dress shirt + chinos,sneakers,cap,navy,chiffon,14314
female,winter,mehndi,western,sweater + jeans,sneakers,earrings,orange,denim,18902
male,autumn,mehndi,western,shirt + jeans,sneakers,belt,green,denim,15416
male,summer,wedding,eastern,shalwar kameez,peshawari chappal,watch,maroon,lawn,3722
male,winter,barat,western,turtle neck + jeans,boots,belt,red,leather,5642
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,watch + belt,green,denim,18979
male,spring,walima,eastern,kurta + pajama,khussa,cap,white,cotton,9298
female,winter,wedding,western,turtle neck + coat,boots,handbag + bracelet,maroon,denim,5059
male,autumn,christmas,eastern,kurta + waistcoat,khussa,cap + watch,red,linen,8341
male,autumn,casual,western,light jacket + chinos,boots,watch + cap,navy,linen,12626
female,winter,eid,eastern,kurta + shawl,flats,earrings + bracelet,pastel,wool,8485
male,winter,office,eastern,shalwar kameez + shawl,khussa,watch + belt,brown,leather,3656
female,summer,office,eastern,long frock + tights,sandals,handbag + bracelet,gold,cotton,15107
female,spring,christmas,eastern,kurti + plazo,sandals,bracelet,red,cotton,10896
female,spring,casual,eastern,kurti + plazo,khussa,bracelet + necklace,white,cotton,9863
male,winter,casual,eastern,kurta + waistcoat,khussa,cap,purple,denim,4845
female,summer,eid,western,t shirt + skirt,boots,necklace,pastel,lawn,12044
female,winter,casual,eastern,long frock + coat,flats,earrings + bracelet,green,wool,15438
male,spring,wedding,eastern,kurta + pajama,khussa,cap + belt,maroon,cotton,11579
female,spring,wedding,western,top + jeans,boots,handbag,maroon,cotton,3070
female,winter,eid,eastern,kurta + shawl,flats,bracelet + earrings,white,denim,6615
male,spring,barat,western,blazer + jeans,boots,watch,gold,cotton,14919
female,autumn,office,eastern,kurti + trouser,flats,bracelet,orange,denim,7987
male,winter,walima,eastern,kurta + waistcoat,peshawari chappal,belt,silver,denim,12580
male,spring,office,eastern,kurta + pajama,khussa,cap + belt,pink,cotton,17657
female,summer,casual,eastern,long frock + tights,flats,handbag + bracelet,green,lawn,16383
male,spring,wedding,western,blazer + jeans,formal shoes,cap,maroon,chiffon,4484
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,watch,pastel,denim,15795
male,winter,wedding,eastern,kurta + waistcoat,peshawari chappal,cap,red,leather,19237
male,spring,office,western,blazer + jeans,formal shoes,belt,silver,cotton,7445
female,winter,christmas,western,hoodie + baggy jeans,sneakers,handbag,red,leather,1006
female,autumn,casual,eastern,kurti + trouser,flats,necklace,silver,denim,1719
male,summer,casual,western,hawaiian shirt + chinos,sneakers,watch,black,cotton,14739
female,autumn,mehndi,eastern,kurti + trouser,flats,handbag,orange,linen,13076
female,winter,christmas,western,turtle neck + coat,sandals,necklace,green,leather,3353
female,summer,eid,eastern,short frock + plazo,khussa,earrings,pastel,cotton,18903
female,spring,wedding,western,top + jeans,heels,handbag,gold,cotton,10301
male,winter,walima,western,turtle neck + jeans,loafers,belt + watch,white,denim,7916
male,autumn,eid,eastern,kurta + waistcoat,khussa,belt + watch,pastel,linen,6441
female,winter,office,eastern,long frock + coat,flats,bracelet,orange,leather,10390
male,winter,barat,eastern,shalwar kameez + shawl,khussa,belt,maroon,wool,6332
male,spring,casual,western,blazer + jeans,formal shoes,watch,green,chiffon,19294
male,winter,casual,western,turtle neck + jeans,loafers,watch,green,leather,18792
male,summer,christmas,western,t shirt + shorts,boots,belt,red,linen,12878
female,winter,casual,western,sweater + jeans,heels,bracelet,maroon,denim,2113
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,cap,pastel,denim,18392
male,summer,walima,eastern,shalwar kameez,khussa,watch,silver,lawn,15263
female,summer,wedding,western,top + baggy jeans,sneakers,earrings,maroon,linen,18874
female,winter,barat,eastern,kurta + shawl,sandals,handbag,red,denim,14767
male,autumn,walima,western,light jacket + chinos,sneakers,watch,silver,denim,8650
female,autumn,wedding,western,light jacket + top + jeans,heels,earrings,maroon,linen,14304
female,autumn,christmas,western,light jacket + top + jeans,boots,handbag + earrings,green,linen,2189
female,spring,barat,eastern,kurti + plazo,sandals,necklace,red,chiffon,7121
male,winter,casual,eastern,shalwar kameez + shawl,khussa,cap + belt,black,wool,19197
female,winter,eid,western,turtle neck + coat,sandals,bracelet,pastel,denim,15933
male,summer,walima,eastern,shalwar kameez,peshawari chappal,belt,silver,linen,10678
male,summer,walima,eastern,kurta + pajama,khussa,watch + cap,silver,cotton,1892
male,autumn,casual,eastern,kurta + waistcoat,khussa,belt + cap,black,linen,5200
female,winter,casual,eastern,long frock + coat,sandals,bracelet,beige,leather,5248
male,spring,wedding,eastern,kurta + pajama,peshawari chappal,watch + belt,gold,cotton,11278
male,spring,casual,western,blazer + jeans,loafers,cap + watch,pink,chiffon,13427
female,autumn,barat,eastern,kurti + trouser,khussa,earrings + necklace,maroon,denim,16524
male,winter,walima,eastern,shalwar kameez + shawl,peshawari chappal,cap + watch,white,denim,2984
female,spring,eid,eastern,kurti + plazo,sandals,earrings + necklace,white,cotton,3888
female,spring,mehndi,western,dress shirt + pants,sneakers,bracelet,orange,cotton,8063
male,winter,christmas,western,turtle neck + jeans,loafers,belt,green,leather,12230
male,summer,wedding,eastern,kurta + pajama,khussa,cap,red,linen,10974
male,summer,christmas,eastern,kurta + pajama,khussa,belt,red,linen,18808
female,spring,wedding,western,top + jeans,sneakers,necklace,gold,chiffon,11239
male,spring,mehndi,western,t shirt + joggers,boots,belt,orange,chiffon,18617
male,winter,casual,eastern,kurta + waistcoat,peshawari chappal,cap,gold,denim,14677
male,spring,christmas,eastern,kurta + pajama,peshawari chappal,belt,red,cotton,13319
female,summer,wedding,eastern,kurti + trouser,sandals,handbag,gold,lawn,9723
female,summer,mehndi,western,top + baggy jeans,sneakers,necklace,orange,cotton,12921
male,spring,walima,eastern,kurta + pajama,peshawari chappal,watch + cap,white,cotton,15969
male,winter,walima,western,hoodie + jeans,formal shoes,watch + cap,silver,leather,15346
male,spring,wedding,eastern,kurta + pajama,khussa,watch,red,chiffon,1508
female,summer,walima,eastern,kurti + trouser,khussa,earrings,silver,cotton,13837
male,summer,office,western,t shirt + jeans,loafers,belt,white,cotton,14312
male,spring,eid,western,blazer + jeans,sneakers,watch + belt,white,cotton,8320
male,summer,walima,western,t shirt + shorts,loafers,belt + watch,white,linen,19330
male,spring,walima,eastern,kurta + pajama,khussa,cap,silver,chiffon,18715
male,spring,barat,western,dress shirt + chinos,formal shoes,cap + belt,maroon,chiffon,7503
male,winter,wedding,western,turtle neck + jeans,sneakers,belt,maroon,leather,17438
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,watch,silver,denim,2916
male,summer,barat,eastern,kurta + pajama,peshawari chappal,cap,maroon,lawn,7076
female,autumn,office,eastern,kurti + trouser,sandals,handbag,navy,denim,13315
female,winter,barat,eastern,long frock + coat,khussa,earrings,gold,wool,11627
female,autumn,walima,eastern,kurti + trouser,sandals,bracelet,silver,linen,6082
male,autumn,walima,western,shirt + jeans,formal shoes,watch + cap,silver,linen,14964
female,summer,office,western,t shirt + skirt,boots,necklace + handbag,white,lawn,7702
female,summer,mehndi,western,dress,sandals,handbag,green,cotton,17610
female,summer,wedding,eastern,short frock + plazo,khussa,bracelet,red,lawn,1340
male,winter,barat,western,hoodie + jeans,sneakers,cap,red,leather,14390
male,spring,walima,eastern,kurta + pajama,khussa,watch,white,chiffon,5092
female,summer,mehndi,western,dress,boots,handbag,yellow,lawn,10135
female,winter,barat,eastern,kurta + shawl,khussa,handbag,red,wool,17426
male,spring,eid,western,dress shirt + chinos,sneakers,watch,white,chiffon,18352
female,winter,barat,eastern,kurta + shawl,sandals,bracelet,maroon,leather,1440
male,autumn,wedding,western,light jacket + chinos,boots,belt,gold,linen,8072
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap,silver,denim,2842
female,summer,wedding,eastern,kurti + trouser,flats,handbag,maroon,cotton,19599
male,winter,christmas,eastern,kurta + waistcoat,khussa,watch + cap,red,denim,15495
female,winter,wedding,eastern,kurta + shawl,khussa,necklace + earrings,red,wool,12992
female,winter,wedding,eastern,kurta + shawl,flats,earrings,red,denim,6044
female,autumn,casual,western,light jacket + top + jeans,heels,handbag + necklace,silver,linen,2646
female,autumn,eid,western,light jacket + top + jeans,heels,necklace + bracelet,pastel,linen,18958
male,summer,walima,eastern,kurta + pajama,khussa,cap + belt,silver,linen,12268
female,autumn,walima,eastern,kurti + trouser,flats,handbag,silver,linen,9692
male,spring,walima,western,t shirt + joggers,sneakers,belt,white,chiffon,9380
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,belt + cap,yellow,linen,16037
male,spring,barat,western,t shirt + joggers,formal shoes,watch,maroon,chiffon,3912
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch,green,linen,12704
female,spring,casual,eastern,kurti + plazo,flats,bracelet + necklace,pink,chiffon,16140
female,spring,casual,eastern,kurti + plazo,sandals,bracelet,orange,chiffon,19412
female,summer,christmas,eastern,short frock + plazo,khussa,earrings + handbag,red,lawn,9730
male,winter,casual,western,turtle neck + jeans,loafers,cap + watch,black,wool,11130
female,summer,mehndi,eastern,kurti + trouser,sandals,handbag,orange,linen,3712
female,winter,wedding,eastern,kurta + shawl,flats,bracelet + necklace,gold,denim,11863
male,spring,christmas,eastern,kurta + pajama,khussa,cap + belt,red,chiffon,13476
female,spring,casual,eastern,kurti + plazo,khussa,bracelet + earrings,black,chiffon,10014
male,winter,office,western,hoodie + jeans,formal shoes,belt + cap,pink,leather,13549
male,spring,casual,eastern,kurta + pajama,khussa,cap,gold,cotton,19252
male,spring,wedding,western,t shirt + joggers,loafers,belt,gold,cotton,15956
male,summer,casual,eastern,shalwar kameez,khussa,watch + belt,maroon,cotton,6696
male,summer,casual,eastern,kurta + pajama,peshawari chappal,cap,silver,lawn,13642
female,winter,barat,eastern,long frock + coat,flats,bracelet,gold,leather,18512
female,autumn,eid,eastern,kurti + trouser,sandals,bracelet,white,linen,13540
female,summer,barat,western,dress,boots,handbag,gold,cotton,12058
female,autumn,barat,western,light jacket + top + jeans,heels,necklace + bracelet,red,denim,1606
female,winter,walima,eastern,kurta + shawl,flats,earrings + handbag,silver,denim,13252
female,summer,christmas,western,top + baggy jeans,sandals,bracelet,green,cotton,10478
female,autumn,christmas,eastern,kurti + trouser,flats,earrings,red,denim,7519
female,autumn,barat,eastern,kurti + trouser,khussa,earrings,maroon,denim,3044
male,spring,mehndi,western,t shirt + joggers,formal shoes,watch,green,chiffon,18394
female,spring,christmas,western,dress shirt + pants,heels,handbag,green,chiffon,4799
male,spring,barat,eastern,kurta + pajama,khussa,belt + watch,gold,cotton,10998
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,watch,red,linen,14740
male,winter,barat,western,sweatshirt + joggers,boots,cap,gold,leather,6466
female,spring,christmas,western,dress shirt + pants,sandals,bracelet,red,cotton,19449
female,summer,walima,eastern,long frock + tights,sandals,handbag + earrings,silver,linen,16394
female,spring,christmas,western,top + jeans,heels,necklace,green,chiffon,9227
male,summer,eid,eastern,shalwar kameez,peshawari chappal,belt,pastel,lawn,13720
female,summer,wedding,eastern,short frock + plazo,khussa,handbag + necklace,maroon,linen,6451
female,winter,wedding,eastern,long frock + coat,khussa,earrings,maroon,denim,2997
male,winter,mehndi,western,hoodie + jeans,loafers,belt,green,leather,1408
male,autumn,barat,eastern,kurta + waistcoat,khussa,cap,maroon,denim,7620
male,winter,casual,eastern,shalwar kameez + shawl,khussa,belt,red,denim,11087
female,winter,casual,eastern,kurta + shawl,sandals,handbag,blue,wool,6845
female,summer,barat,eastern,long frock + tights,flats,bracelet + earrings,maroon,linen,8819
male,winter,office,eastern,shalwar kameez + shawl,khussa,belt,navy,denim,13436
female,winter,office,western,sweater + jeans,sneakers,necklace + bracelet,red,wool,6110
male,autumn,walima,western,shirt + jeans,sneakers,cap,white,linen,2231
male,summer,walima,western,t shirt + jeans,formal shoes,watch + belt,silver,cotton,8932
male,summer,eid,eastern,kurta + pajama,peshawari chappal,watch + cap,white,lawn,14812
female,summer,barat,eastern,kurti + trouser,flats,necklace + handbag,red,cotton,3314
female,autumn,walima,eastern,kurti + trouser,sandals,bracelet + earrings,white,denim,18663
male,spring,eid,western,dress shirt + chinos,formal shoes,belt,white,cotton,16558
female,winter,office,western,sweater + jeans,heels,earrings + bracelet,green,wool,9219
female,autumn,wedding,eastern,kurti + trouser,khussa,handbag,maroon,linen,5067
female,summer,office,eastern,short frock + plazo,flats,earrings,yellow,cotton,13177
male,autumn,eid,eastern,kurta + waistcoat,khussa,belt + cap,white,linen,19627
female,winter,casual,western,hoodie + baggy jeans,boots,handbag,brown,leather,4916
male,autumn,casual,western,shirt + jeans,boots,belt + watch,purple,denim,4136
female,winter,barat,eastern,long frock + coat,sandals,bracelet + earrings,gold,leather,13520
female,winter,eid,western,sweater + jeans,sandals,bracelet + earrings,white,denim,9801
female,autumn,mehndi,western,light jacket + top + jeans,boots,earrings,orange,linen,10247
female,spring,casual,western,dress shirt + pants,boots,bracelet + earrings,gold,cotton,3020
female,spring,barat,western,dress shirt + pants,heels,earrings,gold,cotton,15003
female,spring,eid,western,top + jeans,sneakers,handbag + earrings,white,chiffon,14082
male,summer,casual,eastern,kurta + pajama,peshawari chappal,watch,beige,linen,8518
female,winter,eid,western,hoodie + baggy jeans,heels,earrings,white,leather,9912
female,winter,barat,eastern,long frock + coat,flats,handbag + earrings,gold,wool,10790
female,spring,wedding,eastern,kurti + plazo,flats,handbag + earrings,maroon,cotton,16574
male,summer,walima,western,t shirt + jeans,sneakers,belt,white,linen,11604
male,summer,office,western,t shirt + jeans,boots,watch,gold,linen,2869
male,autumn,casual,western,light jacket + chinos,formal shoes,cap + watch,white,linen,5854
female,spring,walima,western,dress shirt + pants,boots,bracelet + earrings,silver,cotton,4990
female,spring,office,eastern,kurti + plazo,flats,necklace + handbag,yellow,cotton,14746
male,summer,barat,eastern,kurta + pajama,khussa,cap + watch,red,linen,13403
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch,green,denim,3898
male,winter,wedding,western,jacket + jeans,boots,watch + belt,gold,wool,18582
female,autumn,barat,eastern,kurti + trouser,flats,earrings + handbag,gold,linen,14685
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt + watch,beige,linen,7306
male,summer,casual,western,hawaiian shirt + chinos,loafers,cap,brown,linen,16777
female,winter,mehndi,eastern,long frock + coat,sandals,handbag + bracelet,green,denim,4570
female,autumn,walima,western,light jacket + top + jeans,heels,handbag,silver,denim,18257
male,winter,walima,western,jacket + jeans,sneakers,cap + watch,white,denim,6072
male,spring,christmas,western,t shirt + joggers,formal shoes,belt,red,cotton,14690
female,spring,christmas,western,dress shirt + pants,heels,necklace + earrings,red,chiffon,14833
male,autumn,walima,western,light jacket + chinos,sneakers,watch + belt,silver,linen,9660
male,spring,walima,eastern,kurta + pajama,peshawari chappal,watch + belt,silver,chiffon,15857
male,winter,office,western,hoodie + jeans,formal shoes,belt + cap,maroon,leather,8986
male,spring,casual,western,t shirt + joggers,boots,cap + watch,blue,chiffon,1243
male,summer,casual,western,t shirt + jeans,sneakers,cap,green,lawn,7111
male,summer,casual,western,hawaiian shirt + chinos,sneakers,watch,brown,lawn,17181
male,winter,walima,western,hoodie + jeans,formal shoes,cap,white,leather,1108
male,summer,christmas,western,hawaiian shirt + chinos,boots,watch + cap,green,lawn,15366
male,winter,walima,western,sweatshirt + joggers,boots,watch,silver,denim,18106
female,summer,office,western,dress,boots,necklace + handbag,black,lawn,13260
female,autumn,barat,eastern,kurti + trouser,flats,bracelet,red,denim,10447
male,autumn,christmas,western,light jacket + chinos,boots,watch,red,linen,13819
female,spring,christmas,western,dress shirt + pants,sneakers,earrings,red,chiffon,12337
female,winter,eid,western,turtle neck + coat,heels,bracelet + necklace,pastel,wool,17844
female,autumn,walima,eastern,kurti + trouser,flats,handbag + earrings,white,linen,18977
female,winter,christmas,western,turtle neck + coat,sneakers,handbag,red,denim,3984
female,autumn,mehndi,eastern,kurti + trouser,khussa,handbag,orange,denim,11011
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,cap,green,wool,3492
female,winter,casual,eastern,kurta + shawl,sandals,necklace + bracelet,navy,wool,15432
